tweet_id,tweet_url,tweet_text,stance,persuasiveness,split,label,persuasiveness_label
1120110594730930176,https://t.co/oJ8zSB5RRL,"and don't call yourself ""pro-life"" if you support the death penalty for women who do get one. making abortions illegal won't get rid of them. it gets rid of SAFE abortions. https://t.co/oJ8zSB5RRL",support,no,train,1,0
1367169410201452544,https://t.co/jLzmizsniE,"The Equality Act discriminates against people of faith and threatens unborn life. Here's how you can take action, together with @USCCB:
https://t.co/jLzmizsniE

Read @ChristMedicus' statement on the issues here: 
https://t.co/j9HHK62Vp5

#prolife #catholic https://t.co/yRiMxFOzmt",oppose,no,train,0,0
1360619997605822467,https://t.co/XYDjFB6kCp,"Pro-Life means supporting both mother and child in the womb. 

#ChooseLife #ProLove https://t.co/XYDjFB6kCp",oppose,no,train,0,0
1248294689612222468,https://t.co/rQs36CpE22,Personal crisis does not end when the world falls into crisis. Help the Catholic Pro-Life Community offer hope and healing to those suffering after an abortion experience. Tune into the first-ever VIRTUAL Pro-Life Dinner NEXT SATURDAY at 7 p.m. https://t.co/rQs36CpE22 https://t.co/hh3sm3iSds,oppose,no,train,0,0
1115440585752678403,https://t.co/0igUurKM2m,Stacey Abrams(democrat politician) commenting on the heartbeat bill that was passed in Georgia. She claims it’s “bad for business” and it is evil for this bill to have passed...now the truth comes out...infanticide is WRONG! Killing humans is immoral last I checked🤔 #savebabies https://t.co/0igUurKM2m,oppose,no,train,0,0
1073216893970862080,https://t.co/1uXWIl0Vul,Kentucky Pregnancy Center Triples Its Space to Save More Babies. “God Abundantly Blessed Us” https://t.co/1uXWIl0Vul #prolife #babies https://t.co/QpDU1Z38qy,oppose,no,train,0,0
1280188568464502784,https://t.co/ZWwFBvCDrp,"Masking your face doesn't mask your presence.  Rather Your peaceful, law abiding, presence lets her know you care about her and her pre-born child. This mission has helped save over 9,100 women from abortion. #prolife https://t.co/ZWwFBvCDrp https://t.co/Mf3wTnaNNx",oppose,no,train,0,0
1276163332664430597,https://t.co/hRdQ0rZVTu,"Every child has the potential to change the world. What would the world have missed out on if YOU had been aborted?  

#Savethebabyhumans #Endabortion #Valuelife #Prolife #ReachRescueRestore #HumanCoalition #Rescuethepreborn #mybodymychoice #Abortion https://t.co/hRdQ0rZVTu",oppose,no,train,0,0
1300761592611700739,https://t.co/olBzBioZZr,Patients coming in for very late (over 24 weeks pregnant) abortion are in need of services for termination of the desired pregnancy that has developed serious complications. This usually means the discovery of a catastrophic fetal anomaly... https://t.co/olBzBioZZr https://t.co/p1BeZkUQUx,oppose,no,train,0,0
1158562414146641920,https://t.co/VQshm7SEgM,"This abortion-to-birth bill is bad for women and devastating for children. 

#nswpol #abortionbill #prolife #Right2LifeNSW https://t.co/VQshm7SEgM",oppose,no,train,0,0
1215680264447385600,https://t.co/43I0lulId1,"Abortion promotes a false narrative to women saying, “You CAN’T be a mother and complete your college education or be successful and achieve your dreams.” 

The pro-life movement says, “Yes you CAN, and we are here to help you!” #WhyWeMarch #LifeEmpowers https://t.co/43I0lulId1",oppose,no,train,0,0
1083695299703517184,https://t.co/ox7j3QaSIb,"Children are a blessing, not a burden! #EWTN #Catholic #prolife #whywemarch https://t.co/ox7j3QaSIb https://t.co/6BXdpCq0TI",oppose,no,train,0,0
1361686018118746114,https://t.co/OkpyeiGkUm,"Killing a baby is not compassionate. It is selfish and greedy.
#Prolife https://t.co/OkpyeiGkUm",oppose,no,train,0,0
1362647547945361409_aug,https://t.co/6uPobIcJbG,"#SouthCarolina #CleanUpYourHouse stop electing lawmakers that want to function as God, judge, doctor. They limit access to birth control, and use laws to deny families access to  reproductive health care and services. God can intervene without the help of  legislators. https://t.co/6uPobIcJbG https://t.co/zcCTG8HkS1",support,no,train,1,0
1190926767495766016,https://t.co/ufTI1wTbQr,"""Amazing! Precious babies are rescued from death every day because of the tireless work of pro-life advocates.""

@LiveAction https://t.co/ufTI1wTbQr",oppose,yes,train,0,1
1283039546813362179,https://t.co/3OBJHmO4wT,"Abortion is illegal in Senegal except when 3 doctors agree that the procedure is required to save a mother’s life.  It's also prohibited in cases of rape or incest. These strict abortion laws force many women to resort to unsafe, illegal abortion services https://t.co/3OBJHmO4wT https://t.co/bwMVCv5AVT",oppose,yes,train,0,1
1193297124810797056,https://t.co/cVTDIIskNx,Absolutely disgusting. A Knights of Columbus chapter is giving out a pro choice person name and number because they called. They deleted first post. This is dangerous. #kingston #prochoice #misogyny https://t.co/cVTDIIskNx,support,no,train,1,0
1078701870489706502,https://t.co/2hOZWS1wQk,Save two lives by stopping abortion. #ProLife https://t.co/2hOZWS1wQk,oppose,no,train,0,0
1110340552992661504,https://t.co/BxFfWJ9RZU,"#Abortion is the most serious crime that calls God's Justice upon the world. #RoevWade must be overturned as an example to all nations. 

#RoeVsWade #prochoice #ProLife #MarchForLife2019 #40daysofkindness #40DaysForLife #March4Life #DownsSyndrome #ReproRights #ChooseLife #Life https://t.co/BxFfWJ9RZU",oppose,no,train,0,0
1020955805485498368_aug,https://t.co/VVOHJKT6sf,Look: The 'pro-life' conservatives' hypocrisy over children makes me sick https://t.co/VVOHJKT6sf https://t.co/u9xKQVXBxM,support,no,train,1,0
1110587829095153665,https://t.co/ht5XYLe2Iy,"Moments ago, the Kansas House passed HB2274, the Abortion Pill Reversal Act with a VETO-PROOF majority of 85-39! This important pro-life legislation will save unborn lives! #ksleg #prolife #voteprolife @kansansforlife @nrlc @LiveAction https://t.co/ht5XYLe2Iy",oppose,no,train,0,0
1357783017931030528_aug,https://t.co/7QAY0i3Jly,"Across the country, people —particularly women, Black, Indigenous and other people of color, and those with low incomes — have been denied access to reproductive health care. Looking forward to advancing the #ReproBlueprint to secure reproductive freedom!  https://t.co/7QAY0i3Jly https://t.co/IHoQG93OtJ",support,yes,train,1,1
1361779131529056256,https://t.co/Mstd7qeLB9,"Ireland’s 8th Amendment saved over 250,000 pre-born children from abortion. Join us as we talk with Niamh Uí Bhriain of @lifeinstitute, and @JVanMaren, author of Patriots: The Untold Story of Ireland’s Pro-Life Movement. https://t.co/Mstd7qeLB9 https://t.co/84fcoaSYuL",oppose,no,train,0,0
1354228628238823429,https://t.co/klfwKeuOo6,"“I declare that direct abortion, that is, abortion willed as an end or as a means, always constitutes a grave moral disorder, since it is the deliberate killing of an innocent human being. This doctrine is based upon the natural law and upon the written Word of God..”

JPII, EV62 https://t.co/klfwKeuOo6",oppose,no,train,0,0
1181597618327232513,https://t.co/ZAPFvx7Ejl,"A baby is going to be run over by a trolley.

You can save the baby by switching tracks.

In doing so you destroy 100 fertilised embryos.

What do you do?

#trolleyproblem #prolife #prochoice #abortion #morals #morality #philosophy https://t.co/ZAPFvx7Ejl",oppose,yes,train,0,1
1153250629927821313,https://t.co/fiCcrQe6gN,"This argument for abortion, like most of them, is built on a faulty premise. One of these things is not like the other. #abortion #reproductiverights #prochoice #prolife https://t.co/fiCcrQe6gN https://t.co/NlyVte307g",oppose,yes,train,0,1
1120660667458039808,https://t.co/fYtHh4iPsh,"Injecting children with #vaccines containing fetal human dna is utterly unethical and extremely risky. 

#prolife #IDoNotConsent 

https://t.co/fYtHh4iPsh https://t.co/227iX3Wra4",oppose,no,train,0,0
1213535444463489024,https://t.co/eRbUVLbpVc,"#Abortion is an issue of moral evil.
It is not political or personal.
Evil is evil regardless of consensus
#DangerousLeanings
Pro choice is #ProSemantics
#ProLife is pro human https://t.co/eRbUVLbpVc",oppose,yes,train,0,1
1075081792804159493,https://t.co/1eweAWUMgY,"There is No Gender Gap on Abortion, Women are Just as Pro-Life as Men https://t.co/1eweAWUMgY #HomePosts #Opinion via @LifeNewsHQ https://t.co/Izo4DrmZkO",oppose,yes,train,0,1
1234204354149801986,https://t.co/Erqjqs6xGX,"The issue with most evangelical Christians or fanatic forced-birthers, is that they have a lot of contempt for life outside of the uterus. lf you're gay, Muslim, transgender, etc, you'd better watch out. From @DerpDerpAdams (on Facebook):

#prochoice #reproductiverights #feminism https://t.co/Erqjqs6xGX",support,no,train,1,0
1168934569871065088,https://t.co/1Cdmfc5639,"Netflix Show Trashes Pro-Life Pregnancy Centers, Falsely Claims They “Traumatize” and “Trick” https://t.co/1Cdmfc5639 #HomePosts #National via @LifeNewsHQ https://t.co/nCwBSdOpXN",oppose,no,train,0,0
1276882394738548737_aug,https://t.co/vrVKKAGNxo,"Being pro-life from the womb to the tomb means you care for undocumented Immigrants, Migrants, and Asylum-Seeker during the Coronavirus pandemic just as much as U.S. Citizens. https://t.co/vrVKKAGNxo",support,no,train,1,0
1174098959104561155,https://t.co/WxbK6WTQKd,"10 Reasons Pregnancy Centers are Vital to Our Society by @susannemaynes 

#8 - We offer healing to those devastated by #abortion

#Prolife pregnancy centers don't minimize/deny the effects of abortion. Instead, we offer real healing for a real problem.

→ https://t.co/WxbK6WTQKd https://t.co/KPFCeOQVc4",oppose,yes,train,0,1
1171468776350420993,https://t.co/BsFWpCcx29,"When you think of the tremendous loss of life due to abortion and the barbaric manner in which life is taken, you cannot sit by and let it continue.  

#ReachRescueRestore; #HumanCoalition;  #Savethebabyhumans; #Preborn; #Endabortion; #Restorefamilies; #Abortion; #Prolife https://t.co/BsFWpCcx29",oppose,yes,train,0,1
1157672664661499909,https://t.co/B23mrsSwOG,"Abortion is the ultimate exploitation of women. We deserve better. 

Pro-life is pro-women 💕
https://t.co/B23mrsSwOG https://t.co/OAYTEQy4Le",oppose,no,train,0,0
1359119281338920970_aug,https://t.co/psb1Dvj8AH,Religious fanatics want to put women &amp; their doctors into prison for simply getting an abortion. Even Ireland has made abortions legal safe. In America a zygote is NOT a baby and abortion is not MURDERS; love it or leave it. @Morning_Joe https://t.co/psb1Dvj8AH https://t.co/ALDakKUCoB,support,yes,train,1,1
1235231783320506371_aug,https://t.co/eDMuAIfaMH,"I stand with #PlannedParenthood! What people may not know is that #abortion laws can restrict the rights of mothers whose babies die in the womb. If it's after a certain number of weeks, you would have to deliver it, though a surgery would be so much easier. #prochoice https://t.co/eDMuAIfaMH",support,no,train,1,0
1171420651909001216,https://t.co/tz35k172TP,"Personal Opinion: I’m actually Pro-Life and instead of banning abortions, shouldn’t we be giving women the sources they need to properly deal with abortion? Free birth incentives + a basic income? This would greatly reduce abortions and actually give the woman more time to think. https://t.co/tz35k172TP",oppose,yes,train,0,1
1255146511077265408_aug,https://t.co/2hCw5p1QKC,"For many women, abortion access was already limited. Then COVID-19 hit https://t.co/2hCw5p1QKC https://t.co/Ui0f5OATxj",support,no,train,1,0
1095716203786629123,https://t.co/PFemgsLuzC,"Sen. Dolores Gresham, R-Somerville, and Rep. Susan Lynn, R-Mt. Juliet, present their anti-abortion bill that would ban most abortions upon the reversal of Roe v. Wade.

They say the measure strengthen protections for women and the unborn. #TNLeg https://t.co/PFemgsLuzC",oppose,no,train,0,0
1293987193443287040,https://t.co/eZBp4HIAql,"Great news! We stopped dismemberment abortions in Nebraska! The #NELeg just passed #LB814 with 33 ""Yes"" votes and 8 ""No"" votes. Seven state senators were ""Present - Not Voting."" This pro-life bill will save preborn lives from being torn apart limb by limb in the state. https://t.co/eZBp4HIAql",oppose,no,train,0,0
1125783824099471360,https://t.co/MaJH5F919q,"Make the fetus pay taxes, too. Also, fuck you! https://t.co/MaJH5F919q",support,yes,train,1,1
1117440069135216642,https://t.co/kSdUdfs0b7,"Making abortion illegal DOES NOT reduce abortion rates.

Making abortion illegal DOES increase maternal mortality rates.

If you want to reduce abortions, make them safe, legal, and unnecessary.

#HeartbeatBill #MyBodyMyChoice #prochoice https://t.co/kSdUdfs0b7",support,no,train,1,0
1068333802580312065,https://t.co/NvdASVLYvh,"Dismemberment Abortions Tear Children Apart While Their Heart is Beating, Texas is Trying to Ban Them https://t.co/NvdASVLYvh #prolife #Texas https://t.co/xe8hrOdjDa",oppose,no,train,0,0
1027178282637295616,https://t.co/aYAdSidkAV,Online abuse often comes in the form of trying to silence women who don't toe the #prochoice line. @ellenmcoyne @AodhanORiordain https://t.co/aYAdSidkAV,oppose,yes,train,0,1
1074731687697899520,https://t.co/7FPN3TGfj5,Big Abortion Screams Foul As the Trump Administration Lets Pro-Life Pregnancy Centers Cut Into Their Profits https://t.co/7FPN3TGfj5 https://t.co/iwYxQwdFvA,oppose,yes,train,0,1
1048142838360363008,https://t.co/7eNfb2sLe3,"Actions have consequences.

https://t.co/7eNfb2sLe3

#ProLife #assault #WomensRights https://t.co/IECOxgxZlM",oppose,no,train,0,0
1220696360787365890,https://t.co/mwScoerkzy,"This week was the 47th anniversary of Roe v. Wade – an opportunity to remember this law enabled thousands of women to have better access to medical care and #safeabortion, which saved many of them from endangering themselves with clandestine abortions. #RoeVWade #Roe47 https://t.co/mwScoerkzy",support,no,train,1,0
1206983661767266305,https://t.co/DkOLPGVbyP,"Pro-life doctors &amp; leaders criticize study that purportedly casts doubt on abortion reversals: ""Progesterone didn't cause the severe hemorrhaging."" https://t.co/DkOLPGVbyP https://t.co/tq8y2hDqWI",oppose,no,train,0,0
1076505474516738048,https://t.co/6MlMxz9JSw,"Women in the ""Shout Your Abortion"" campaign now celebrate killing their babies in abortions.

They claim abortion is ""not a bad word.""

The truth is that abortion takes innocent human Life and many mothers and fathers regret their abortion. https://t.co/6MlMxz9JSw #prolife #life https://t.co/JdQXRBIxrG",oppose,no,train,0,0
1201916210541219847_aug,https://t.co/l15Jr5j58Y,Medication abortion is a safe non surgical way for women to receive an abortion in the early stages of a pregnancy. This drug gives women the opportunity to abort early and not have to suffer through emotionally and physically painful abortions in the later stages. #Prochoice https://t.co/l15Jr5j58Y,support,no,train,1,0
1215740117165527046,https://t.co/m4pg4tyBVc,"Maybe understanding WHY women get abortions could help us come up with ways to lower abortion numbers without the need to force women to have babies they don't want. 

https://t.co/m4pg4tyBVc

#ProLife #ProChoice #Christianity #Equality #abortionlaw https://t.co/0W6MwC6cw0",support,no,train,1,0
1158764822894391296,https://t.co/15tM3b5qLG,Adoption is a beautiful choice. #TuesdayMorning #TuesdayThoughts #TuesdayMotivation #adoption #prolife https://t.co/15tM3b5qLG,oppose,yes,train,0,1
1249832098359324673,https://t.co/vDiAsPguJf,"I am pro-life!

Abortion is Murder, they all have the right to life as we all have the right to Life.

Abortion🚫 https://t.co/vDiAsPguJf",oppose,yes,train,0,1
1240309511375564801,https://t.co/xfZYksu9Yl,Some people are worried about how the coronavirus fallout could hurt abortion clinics https://t.co/xfZYksu9Yl #Abortionclinic #Prolife via @theblaze https://t.co/Bx9pcelaRY,support,no,train,1,0
1057655766541316096,https://t.co/p9pVUOIvSq,"Next level moral myopia: achieved. “Restricting access to killing children . . . harms children.” 🤔

#abortion #prolife #prochoice https://t.co/p9pVUOIvSq",oppose,yes,train,0,1
1221845584841248769,https://t.co/yHtg4aqykt,"Last week was the 47th anniversary of Roe v. Wade. Abortion funds know that Roe was never enough &amp; that choice is meaningless w/out access. Make 2020 the year you organize with us &amp; enroll as an Individual Member TODAY! https://t.co/yHtg4aqykt.
#FundAbortionBuildPower https://t.co/x8tfAtLhF6",support,no,train,1,0
1048406402329264129,https://t.co/JMe3W3Ro6G,"Abortion has killed more innocent souls than all the wars combined, insidious in that as tragic as any murder is, it can be argued that at least the person had some time in our world, though cut short. The baby in the womb was not afforded even that much. #prolife vs #prochoice https://t.co/JMe3W3Ro6G",oppose,yes,train,0,1
1022473597326114816,https://t.co/9mkOavVjrG,"Amén! Making a woman get an abortion is evil! If my Mom had listened to her sperm donor, I would not be alive!!! #PROLIFE  #grateful https://t.co/9mkOavVjrG",oppose,no,train,0,0
1133400100171112449_aug,https://t.co/JSI3LsfmD7,"Missouri Set To Become First State Since Roe v. Wade With No Abortion Clinic As states sign strict anti-abortion measures into law, women in more states could lose access to reproductive rights. https://t.co/JSI3LsfmD7 #USRC https://t.co/KIL3gpJ6qq",support,no,train,1,0
1075844288838320129,https://t.co/FUGFn6X78b,Proaborts can't stand it when #prolife orgs rely on medical &amp; scientific facts proving the harm of abortion. Take for i.e. premature births. Studies show that induced #abortion is associated with increased risk for preterm delivery. Why wouldn't they want women to know the facts? https://t.co/FUGFn6X78b,oppose,yes,train,0,1
1283203628560338949,https://t.co/pBhqYpabip,"""A nation that kills it's own children in the womb has lost it's soul.""  😥
 ~•~ St.Teresa of Calcutta 

#prolife
#LoveSavesLives ❣
#AdoptionNotAbortion https://t.co/pBhqYpabip",oppose,no,train,0,0
1287780053414227972,https://t.co/mgk9nlDpL2,"Study: Abortion pill is four times more dangerous than surgical abortion 
https://t.co/mgk9nlDpL2
#christian #apologetics #defendthefaith #prolife https://t.co/5tnWISdaks",oppose,no,train,0,0
1280995663657009153,https://t.co/ShHw5UEM0u,"""Artificial contraception is most often just another form of #abortion. The innocent lives I give are destroyed before they can flourish in the womb""-#Jesus
https://t.co/ShHw5UEM0u

#SCOTUS #birthcontrol #abortionpills #HandsOffMyBC #myrightmydecision #reproductiverights #ProLife https://t.co/Elze4cytYe",oppose,no,train,0,0
1272560725161115653_aug,https://t.co/pjmEoq7U5c,Her Abortion Allowed Her to Control her Own Destiny #ProChoice  https://t.co/pjmEoq7U5c https://t.co/n7z3VhoBNQ,support,no,train,1,0
1366085648189435905,https://t.co/trCx6sMKnJ,"Providing clean and safe water to thousands of Latino, Immigrant, and Migrant families in the U.S. and along the Southern Border is Christ-like, doing Justice, and pro-life from the womb to the tomb.

“I was thirsty and you gave me something to drink,”- Jesus from Matthew 25:35 https://t.co/trCx6sMKnJ",oppose,no,train,0,0
1256602902967341057,https://t.co/puBU5uwRvw,The burdens being placed on American workers by the “pro-life” party is so deeply immoral https://t.co/puBU5uwRvw https://t.co/FPMpQ2LIm8,support,no,train,1,0
1093946397093777409,https://t.co/C8ji1lXC1Q,"Abortion doesn't protect rights, it erases history—an awful lot of it: https://t.co/C8ji1lXC1Q #prolife #BlackHistoryMonth https://t.co/6JJUb4Aw4Q",oppose,yes,train,0,1
1357119690003386377,https://t.co/1W0s95QiFK,"""More than 62 million innocent, unborn babies' lives have been taken by abortion in this country. Tragically, abortion continues to put women in danger, takes the life of an innocent child, &amp; fails to recognize the dignity of all lives, regardless of how small.""
- Rep. @boblatta https://t.co/1W0s95QiFK",oppose,no,train,0,0
1070056426545004547,https://t.co/WTVw9eRQLf,It's terrible to allow greed to dictate who lives &amp; who dies #ProLife https://t.co/WTVw9eRQLf https://t.co/3nE0ob1pHI,oppose,no,train,0,0
1174336304923992066,https://t.co/pzcaypCKpR,“Abortions are never medically necessary!”- this poor woman was suffering from a miscarriage and was in agonizing pain. She needed an abortion to save her life and the doctors refused. She ended up dying when her life could have been saved. Abortions are necessary #prochoice https://t.co/pzcaypCKpR,oppose,yes,train,0,1
1041487332216631297,https://t.co/nrm32VryEQ,"Pregnancies can be risky, and can cause permanent physical changes. LOOK AT MY BELLY. You simply can’t require women to go through this against their will. #prochoice https://t.co/nrm32VryEQ",support,yes,train,1,1
1300773017719631874,https://t.co/gF5IPLMaX9,"Even in the earliest stages of human development, abortion is a human rights violation. #prolifeTO #prolife #abortion #humanrights Credit: CanadianCentreforBio-ethicalReform https://t.co/gF5IPLMaX9",oppose,no,train,0,0
1356626014303043584,https://t.co/Yi0GwCiAaz,"""When the Mexico City Policy is in place, it is an assurance to American taxpayers that their tax dollars are not used to fund abortion-promoting groups overseas.""

New threats to life face Catholics dead on. 

Read more:  https://t.co/Yi0GwCiAaz

#prolife #catholic https://t.co/P3VPhzRBNW",oppose,no,train,0,0
1133412515101102080,https://t.co/KtkByRCkjK,"Missouri Set To Become First State Since Roe v. Wade With No Abortion Clinic: As states sign strict anti-abortion measures into law, women in more and more states could lose access. https://t.co/KtkByRCkjK https://t.co/ku5P72pNfi",support,no,train,1,0
1204459452532834304,https://t.co/LHXyrcFkiy,"It is estimated that sex-selective abortions have led to at least 23 million fewer girls being born [Source: https://t.co/LHXyrcFkiy]. Sex selective abortion is and should be a major human rights concern. 
#orangetheworld #GenerationEquality #youth4sdgs #act4sdgs #sdgaction https://t.co/DJX8nrtZ2d",oppose,no,train,0,0
1259978354964357120,https://t.co/ehsROYtsiI,Babies in 15 States Could Be Saved From Abortions if Supreme Court Upholds Louisiana Pro-Life Law https://t.co/ehsROYtsiI #HomePosts #National via @LifeNewsHQ https://t.co/5TrmwL8Umj,oppose,yes,train,0,1
1189576528125943808,https://t.co/ATlpX7F0kJ,"Pro-life means that all human beings, from the womb to the tomb, have value, dignity, and worth. 

#ReachRescueRestore; #HumanCoalition; #Savethebabyhumans; #Preborn; #Rescuethepreborn; #Endabortion; #Restorefamilies; #Abortion; #Valuelife; #Prolife; #mybodymychoice https://t.co/ATlpX7F0kJ",oppose,no,train,0,0
1202166799808241664,https://t.co/olFQG72Kcj,"Not enough being done to save innocent babies from murder. 
Yea, I've said it. #Murder 
God is the creator. It's a sin. 
God does forgive those who repent. 
I am #ProLife 100%. 
I can say God's babies deserve life. 
#EndAbortions 
@endabortion19 https://t.co/olFQG72Kcj",oppose,no,train,0,0
1191368090719797249,https://t.co/ni1iKgx7XK,"There seems to be a lot of debate about what it means to be pro-life. Let’s define the term. The foundation of the pro-life position is that, from the moment of fertilization, a new human being exists and has the same right to life as a 5-year-old or a 50-year-old. No exception. https://t.co/ni1iKgx7XK",oppose,no,train,0,0
1233787822471106560,https://t.co/8qN0EPX6m7,"The pro-life generation is incredibly energized to abolish abortion.

They volunteer at maternity homes and pregnancy resource centers.

They educate their peers about the dangers of abortion.

And they help women grieving from abortion. https://t.co/8qN0EPX6m7",oppose,no,train,0,0
1249725517575700481,https://t.co/M8lzTlMf3z,"'Thanks to legalised abortion, there are thousands of dead babies who were spared the trauma of the Coronavirus. What have the pro-life brigade to say about that?' https://t.co/M8lzTlMf3z",oppose,no,train,0,0
1189327981988188161,https://t.co/HFr1Mrnv3c,"“Abortion is never safe for preborn humans - it dismembers, suctions, or poisons them to death” - https://t.co/HFr1Mrnv3c
#truth #facts #chooselife #prolife #conservative #letthemlive https://t.co/sX5V1c5kAU",oppose,yes,train,0,1
1250251086532956160,https://t.co/da1FWTa02v,"Mr Senator @timkaine, thanks for responding.
Why not reduce unwanted pregnancies and abortions?
Meanwhile, contraception is not only immoral (goes against dignity of marriage and human sexuality), but it also adds temptation to abortion when it fails - thus, not a winning idea. https://t.co/da1FWTa02v",oppose,no,train,0,0
1198011273553809412,https://t.co/gQm9Tm7A70,"It violates ""fundamental rights.""
""Pennsylvania Governor Tom Wolf Vetoes Abortion Protection for Down Syndrome Babies""
#DownSyndrome #ProLife
https://t.co/gQm9Tm7A70 https://t.co/c9yjlmadsI",oppose,no,train,0,0
1257542475922710529,https://t.co/YnDPAeQptS,"Babies unborn have done nothing to deserve to die.
Abortion is a nauseating injustice https://t.co/YnDPAeQptS",oppose,no,train,0,0
1233072334921093121,https://t.co/Tm0au8vCkx,When Roe v. Wade is Overturned Americans Will be Ready to Help Women and Their Babies https://t.co/Tm0au8vCkx #HomePosts #Opinion via @LifeNewsHQ https://t.co/1T6CayPubb,oppose,no,train,0,0
1272618800702263305,https://t.co/GMpFu34AA0,"In a culture where everyone has rights except the unborn, let’s pray to Our Blessed Mother to end #abortion and save lives. There is never..... ever..... a good reason to take a life. 
#ProLife #CatholicTwitter #MeantForMore https://t.co/GMpFu34AA0",oppose,no,train,0,0
1170677146509107200_aug,https://t.co/Zmn6LM9dqR,Abortion is a responsible choice for anyone who chooses it. #prolife #prochoice https://t.co/Zmn6LM9dqR,support,no,train,1,0
1199316968840536066,https://t.co/dGAxGnblr6,"This is so true. So many women in abusive relationships feel they can't leave or they and their kids wouldn't be provided for. This also applies to abortion: if you want to bring the rate down, make it easier to raise kids. https://t.co/dGAxGnblr6",oppose,no,train,0,0
1190091099529986048,https://t.co/NN3IArZ64T,"RU-486 works by stopping the growth of the #pregnancy. Misoprostol works by causing the uterus to contract and expel (pass) the fetal tissue.

Using the combination of RU-486 and Misoprostol to carry out the #abortionpill procedure is highly safe... https://t.co/NN3IArZ64T https://t.co/GUxATAbBgx",support,no,train,1,0
1254594322407854080,https://t.co/ENep9JovZZ,"If you're pro-life, consider donating to Live Action. While leftist governors designate abortion providers as ""essential services"" despite the lives they take, this is a way to save some of those lives.

Few charities will give you more bang for your buck. https://t.co/ENep9JovZZ",oppose,yes,train,0,1
1159850444295794688,https://t.co/gKlIHo3fFi,🌸🍃Good morning. Abortion is pro-life. 🌼 Art by Frank Correa. 🌹🎋 #ShoutYourAbortion https://t.co/gKlIHo3fFi,support,no,train,1,0
1177293419829432320,https://t.co/aTUFZQgJeS,"‘Make no mistake, abortion is the Trojan Horse for racism, misogyny and anti-Semitism.’ @ilyseh #NARAL50 #prochoice #WomensRights https://t.co/aTUFZQgJeS",oppose,no,train,0,0
1174155527640813569,https://t.co/Rx1KSzAxR8,"I took this picture from ⁦@LiveAction⁩ article. Deeply disturbing photo of tiny baby body parts when they are murdered in the womb, torn limb frm limb. This is murder, these ARE babies and we must continue to fight for their lives, even when their “mothers” won’t. #ProLife https://t.co/Rx1KSzAxR8",oppose,no,train,0,0
1087864980697989120,https://t.co/DD61U9R0a8,"in Ghana, aborting a fetus has become one of the deadly experiences of young girls and women, especially when done illegally. @Safe_Abortion @ReproRights  https://t.co/DD61U9R0a8 https://t.co/Uyq9906KC3",support,no,train,1,0
1158568057297444864,https://t.co/rVxFjvCT38,"Life is precious at every stage. Abortion undermines the most basic of human rights - the right to life. 

#nswpol #abortionbill #prolife #Right2LifeNSW https://t.co/rVxFjvCT38",oppose,no,train,0,0
1362145215751086083,https://t.co/RhbGUyjviv,"Governor Cuomo is committed to protecting reproductive health care, eliminating racial disparities in maternal health outcomes and creating a safer birth experience for mothers and families across NYS. #BlackHistoryMonth https://t.co/RhbGUyjviv",support,no,train,1,0
1261280448157753344,https://t.co/vzS4YSIZ38,Medical professionals have the right and responsibility to refuse to take part in things they see as wrong or unjust. #Abortion is never safe for the preborn child. Assisted suicide kills those who deserve suicide prevention. #prolife #ConscientiousObjectorsDay @Cdns4Conscience https://t.co/vzS4YSIZ38,oppose,yes,train,0,1
1256980599346257923,https://t.co/ygAyq0xfSu,"""Rep Dan Flynn is a pro-life champion with an outstanding voting record. Because of Dan Flynn’s leadership on the life issue and his many pro-life votes, thousands of babies have been born and are alive today who would have otherwise died from abortion."" -@TXAlliance4Life #txlege https://t.co/ygAyq0xfSu",oppose,no,train,0,0
1241921989155205123,https://t.co/PR9AFSlzNV,"Texas halts abortions amid coronavirus response

The state's executive order could save 2,868 lives, which equates to 66% of abortions in Texas for the month.

#COVID19 #ProLife

https://t.co/PR9AFSlzNV https://t.co/WNOPTgDQlI",oppose,no,train,0,0
1092089983354032128,https://t.co/TteVUWbz5k,Pro-Abortion Doctor Claims: Science Can’t Define “The Exact Beginning of Life” https://t.co/TteVUWbz5k #prolife #Christian https://t.co/EQQ2TU44pd,oppose,no,train,0,0
1154681075861544961_aug,https://t.co/guK47s1kyc,"When women can exercise control over their bodies, they can contribute constructively to the society and the economy. #MyBodyMyChoice
#ReproductiveJustice
#ProChoice
#NalaneForReproductiveJustice https://t.co/guK47s1kyc",support,no,train,1,0
1170384289017532422,https://t.co/bbmDJdvgzg,#SaturdayThoughts Abortion should be illegal because murder is illegal. It is murder. There is no safe abortion when a baby dies. See the argument below ⬇️⬇️ #EndAbortion #prolife #babiesrightsarehumanrights https://t.co/bbmDJdvgzg,oppose,yes,train,0,1
1020493827583414272,https://t.co/WPMRqiuZYT,"Abortion Pill Injures More Women Than Ever Before, Requiring Hospitalizations or Even Blood Transfusions https://t.co/WPMRqiuZYT #prolife #abortion https://t.co/qhu5ho08NX",oppose,no,train,0,0
1068775862575611904,https://t.co/WgLgRPHckl,Ladies...this is what your so-called “fetus” looks like. Abortion is sick. Abortion is wrong. Abortion is murder. https://t.co/WgLgRPHckl,oppose,no,train,0,0
